Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
SOC1125,Edward Klein,Myerston,Texas,West,D,Type3,2024-07-11,5,25.45,,2697.26,2505.54,1.5,Cancelled
SOC1126,Linda Gardner,Christopherbury,Montana,West,B,Type1,2023-11-28,16,508.39,0.15,2390.67,,2.8,Completed
SOC1127,Lisa Snyder,Carlosside,Michigan,North,A,Type3,2024-12-17,14,298.51,0.22,894.57,3483.55,2.8,Cancelled
SOC1128,Gina Kennedy,Crystalchester,Iowa,West,D,Type3,2023-09-06,6,235.58,0.01,904.34,-415.69,2.4,Completed
SOC1129,Raymond Cervantes,Pooleview,Texas,South,A,Type1,2025-03-29,5,496.16,0.06,5589.78,3371.83,4.6,Completed
SOC1130,Cheryl Kennedy,Jeffreymouth,West Virginia,South,C,Type1,2023-08-08,19,295.16,0.28,366.14,2905.85,1.1,Completed
SOC1131,Chad Whitehead,Oconnellburgh,Maryland,West,A,Type1,2025-10-01,6,505.55,0.18,4463.73,1176.59,3.6,Cancelled
SOC1132,Sonia Taylor,West Kimberly,North Dakota,North,B,Type1,2024-03-04,8,281.38,0.29,6054.72,2857.44,4.6,Completed
SOC1133,Edward Hunter,Shirleyburgh,Michigan,East,D,Type1,2024-12-17,17,217.71,0.02,2829.21,1472.87,1.1,Completed
SOC1134,Mark Ellis,Michaelport,Massachusetts,East,D,Type3,2024-10-13,18,608.6,0.2,6613.38,108.05,3.8,Cancelled
SOC1135,Joseph Mason,Hoopermouth,Georgia,East,C,Type1,2023-06-21,12,510.34,0.11,929.11,2937.38,2.6,Completed
SOC1136,Elizabeth Adams,Port Frederick,New Hampshire,West,A,Type2,2025-09-07,10,561.26,0.24,1202.93,428.23,4.4,Completed
SOC1137,Christian Edwards,Mistychester,Alabama,North,C,Type3,2023-07-08,13,791.64,0.14,6512.07,3202.68,2.7,Completed
SOC1138,Stanley Roach,North James,Florida,West,D,Type3,2025-12-26,4,783.93,0.29,5668.39,2050.4,2.5,Pending
SOC1139,Joshua Reed,Robersonport,South Carolina,East,A,Type3,2023-10-17,19,918.53,0.25,2827.57,2260.54,3.2,Completed
SOC1140,Joseph Bell,Jamesberg,Texas,East,B,Type3,2023-06-24,2,53.52,0.03,6862.78,220.68,4.6,Completed
SOC1141,Jordan Fleming,Houstonbury,Washington,North,B,Type3,2024-11-06,17,573.89,0.02,2499.59,2108.53,3.5,Pending
SOC1142,Barry Rivera,North Glennborough,Rhode Island,East,C,Type3,2026-01-10,19,155.14,0.18,312.04,3131.2,4.5,Cancelled
SOC1143,Heather Ray,Lake Pamela,Michigan,South,A,Type3,2026-02-28,6,943.86,0.09,1930.74,4838.86,4.2,Cancelled
SOC1144,Daniel Campos,South Melissachester,Illinois,East,A,Type1,2024-09-14,7,243.07,0.14,6662.87,-311.97,2.6,Pending
SOC1145,Linda Riggs,Hartmanhaven,Oklahoma,South,B,Type2,2025-07-11,15,50.02,0.11,4738.34,3346.42,3.0,Completed
SOC1146,Mrs. Lauren Mcconnell,Lake Steven,South Carolina,West,A,Type2,2024-04-23,1,248.71,0.27,6460.3,670.34,2.3,Pending
SOC1147,Kimberly Irwin,Kaitlyntown,Georgia,East,A,Type2,2026-05-10,12,614.73,0.03,4175.64,688.61,4.5,Cancelled
SOC1148,Sherry Williams,Ashleybury,Utah,North,A,Type1,2023-11-29,14,607.31,0.04,4739.56,3556.05,4.3,Cancelled
SOC1149,Bridget Middleton,Kimmouth,South Dakota,North,C,Type1,2026-03-24,2,402.34,0.08,625.44,1347.01,3.6,Completed
SOC1150,Diane Smith,New Hannah,Iowa,North,C,Type2,2023-07-02,7,600.47,0.17,8814.55,2012.53,1.2,Cancelled
SOC1151,Jennifer Hicks,Lake Teresa,West Virginia,West,D,Type3,2023-07-30,15,959.24,0.0,1715.37,4591.33,4.0,Completed
SOC1152,Andres Gonzalez,Philipborough,Wyoming,North,D,Type1,2024-01-02,16,617.6,0.04,984.05,-451.62,1.9,Completed
SOC1153,Patricia Hale,South John,Vermont,East,A,Type3,2024-03-03,15,299.65,0.2,6051.05,922.36,1.3,Completed
SOC1154,Sheila Stephens,West Dustinstad,Virginia,South,A,Type2,2024-03-05,6,769.17,0.15,3140.41,717.21,2.5,Pending
SOC1155,Jason Johnson,Mikaylachester,Indiana,West,B,Type3,2024-06-02,12,202.03,0.28,9407.67,139.98,3.6,Pending
SOC1156,Kenneth Riley,Penningtonfurt,Indiana,East,A,Type1,2023-11-16,9,912.56,0.25,3325.89,4092.93,4.9,Completed
SOC1157,Michael Braun,Lake Stephanieland,Alaska,East,D,Type1,2025-09-10,10,716.04,0.2,9390.99,978.06,3.2,Pending
SOC1158,Donna Thompson,Lake Jordan,Maine,South,C,Type2,2023-12-02,18,995.89,0.16,5963.31,4836.12,1.4,Pending
SOC1159,Tara Russell,Joneshaven,Arizona,North,A,Type3,2023-09-01,10,510.21,0.22,9716.33,,4.5,Cancelled
SOC1160,Melissa Baker,Steveberg,Nevada,West,B,Type3,2025-04-03,4,704.52,0.23,908.69,3331.84,2.1,Completed
SOC1161,Melanie Estrada,South Rachel,Georgia,South,C,Type3,2025-09-28,11,353.71,0.29,9763.96,59.83,1.1,Cancelled
SOC1162,Martha Brown,New Brianhaven,Missouri,South,C,Type3,2023-10-06,14,155.8,0.23,4625.92,3401.45,2.3,Pending
SOC1163,Jacob Guerrero,East Davidland,Pennsylvania,North,D,Type1,2024-10-05,11,701.37,0.21,4101.78,792.3,1.7,Completed
SOC1164,Angela Phillips,Andrewland,Illinois,North,A,Type1,2024-08-21,17,694.72,0.28,6732.78,3710.52,4.8,Pending
SOC1165,Kim Anderson DDS,North Maria,South Carolina,South,C,Type1,2025-10-20,6,94.61,0.0,8098.36,4705.59,2.8,Pending
SOC1166,Melissa Russell,Browningborough,Illinois,North,B,Type2,2024-01-14,5,193.41,0.29,9028.41,1603.32,3.4,Completed
SOC1167,Jennifer Lozano,Zacharymouth,Ohio,North,B,Type1,2023-12-14,4,981.67,0.15,7865.27,2488.09,3.4,Cancelled
SOC1168,Nathan Patel,Port Angel,Illinois,East,A,Type3,2025-04-14,4,746.31,0.22,5168.37,1344.09,4.2,Pending
SOC1169,Austin Goodwin,Murphyport,Oregon,East,A,Type1,2023-08-18,10,480.46,0.14,8218.98,-310.56,4.9,Cancelled
SOC1170,Brian Sims,Keithberg,New Mexico,South,B,Type2,2023-12-28,14,953.14,0.28,6988.56,-64.93,1.2,Pending
SOC1171,Amanda Cline,Aaronville,Virginia,North,A,Type3,2024-02-20,17,588.85,0.24,6242.23,1962.17,2.6,Completed
SOC1172,Makayla Mayo,New Tammy,New Hampshire,South,B,Type3,2025-04-13,10,105.95,0.04,5188.2,4998.3,3.5,Completed
SOC1173,Hannah Harper,Jeffreychester,West Virginia,South,B,Type2,2025-07-09,5,605.62,0.05,3900.29,4396.2,1.3,Completed
SOC1174,Jimmy Kim,Parkerside,Michigan,East,B,Type3,2025-08-17,11,963.12,0.28,385.64,1000.19,3.7,Completed
SOC1175,Jennifer Turner,Alexanderchester,New Jersey,North,B,Type1,2026-05-25,12,353.62,0.16,121.49,4742.64,2.7,Pending
SOC1176,Scott Hardin,East Jared,Oregon,West,C,Type2,2024-06-15,17,723.82,0.04,2007.11,928.82,2.9,Completed
SOC1177,Dustin Robertson,Lake Christopher,Washington,South,C,Type2,2025-07-15,1,247.8,0.23,6569.81,4496.21,1.0,Pending
SOC1178,Richard Green,Nunezton,Washington,North,A,Type1,2025-08-15,3,271.03,0.14,7514.02,462.95,1.5,Completed
SOC1179,Teresa Johnston,Hamiltonborough,Iowa,North,B,Type1,2023-07-27,2,394.82,0.06,9851.19,4625.7,4.4,Pending
SOC1180,Nicholas Cain,Lake Lauriemouth,California,East,C,Type2,2024-07-07,17,209.44,0.1,9366.39,743.32,3.9,Cancelled
SOC1181,John Zuniga,New Douglasville,Virginia,West,D,Type2,2025-07-28,13,701.09,0.04,9296.34,143.86,1.2,Cancelled
SOC1182,Joshua Parrish,Jamesbury,West Virginia,South,A,Type1,2023-05-30,12,556.69,0.2,1122.88,2648.99,3.7,Cancelled
SOC1183,Michael Graham,New Markberg,Alaska,West,B,Type1,2024-10-20,2,351.92,0.22,8906.44,938.68,2.7,Pending
SOC1184,Erika Jackson,West Juliahaven,Minnesota,West,B,Type1,2023-08-01,10,168.06,0.01,8822.92,202.61,2.5,Completed
SOC1185,Brittany Davis,West Juliefurt,New York,West,C,Type1,2025-02-08,7,732.59,,1739.85,1772.18,2.1,Completed
SOC1186,Jason Macdonald,South Adam,Massachusetts,East,C,Type1,2024-02-06,2,536.48,0.09,5239.35,4690.84,4.8,Pending
SOC1187,Anna Gutierrez,South Patrick,Mississippi,East,D,Type3,2024-05-19,3,497.19,0.28,8902.42,4583.93,2.7,Cancelled
SOC1188,Edwin Anderson,East Jeremychester,Delaware,East,B,Type2,2024-03-19,6,736.21,0.07,993.62,-365.7,3.7,Cancelled
SOC1189,Frank Goodman DDS,West Justin,Louisiana,North,D,Type2,2026-03-21,18,980.22,0.12,672.27,3016.3,2.2,Pending
SOC1190,Kenneth Galloway,Matthewside,Massachusetts,South,A,Type1,2025-03-21,19,780.22,0.29,8581.09,2568.23,4.5,Pending
SOC1191,Susan Owens,,Maryland,North,B,Type2,2023-06-08,13,799.89,0.19,8771.34,3453.67,2.9,Pending
SOC1192,Jason Sanchez,New Mary,Tennessee,North,A,Type1,2024-05-15,4,567.51,0.04,559.42,1537.73,2.7,Pending
SOC1193,Zachary Cunningham,Lake David,Rhode Island,West,D,Type1,2025-12-01,18,589.73,0.09,2181.13,2049.73,1.4,Cancelled
SOC1194,Jasmine Dillon,Mooreport,Tennessee,North,C,Type3,2025-12-07,9,473.07,0.17,9001.9,538.55,5.0,Cancelled
SOC1195,Miguel Craig,Nicholasbury,Minnesota,West,D,Type1,2023-06-28,9,444.22,0.18,1762.38,3355.92,4.3,Pending
SOC1196,Charles Lara,North Monicamouth,Arizona,South,B,Type1,2024-12-19,3,463.14,0.01,7253.79,4060.12,1.5,Cancelled
SOC1197,Denise Mcintyre,Bautistatown,Maryland,South,C,Type2,2026-05-19,8,218.5,0.21,2950.15,262.84,2.5,Pending
