Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
RES1076,Earl Lawson,Brendaborough,Missouri,South,C,Type3,2024-04-21,14,899.39,0.2,8335.84,2634.46,2.4,Cancelled
RES1077,Crystal Martinez,North David,Minnesota,West,C,Type1,2023-11-20,6,404.38,0.01,6035.01,3283.55,3.0,Cancelled
RES1078,James Smith,North Jesusshire,Kentucky,West,A,Type2,2025-12-02,12,362.76,0.18,2367.28,3833.92,4.2,Pending
RES1079,Patricia Smith,New Sarah,Hawaii,South,C,Type2,2024-12-10,13,155.81,0.1,3280.87,1769.9,1.5,Completed
RES1080,Christina Williams,West Amyshire,South Dakota,West,C,Type3,2024-07-24,3,187.06,0.15,8936.38,2462.35,3.6,Pending
RES1081,Diane Bennett,New Angelafort,Minnesota,South,D,Type3,2023-08-01,4,106.25,0.27,6748.13,-141.48,3.0,Pending
RES1082,Sherry Smith,Anneshire,Oklahoma,East,C,Type2,2023-06-08,18,538.85,0.0,6000.75,1794.69,1.9,Completed
RES1083,Nicole Johnson,North Crystalville,Indiana,West,B,Type3,2024-12-13,11,385.02,0.19,1477.78,225.72,2.3,Pending
RES1084,Michael Hansen,Christopherberg,Minnesota,East,C,Type3,2024-11-09,18,159.65,0.27,3479.25,-496.01,1.1,Completed
RES1085,Amber Owens,Chavezhaven,Utah,East,D,Type1,2025-06-12,7,681.22,0.07,3298.33,-171.38,4.9,Cancelled
RES1086,Brenda Brown,Craigstad,Vermont,West,C,Type2,2024-02-23,5,332.94,0.03,356.38,-364.08,1.5,Completed
RES1087,Lynn Le,North Loganmouth,New Jersey,East,B,Type3,2023-06-25,17,679.1,0.12,9301.03,1657.54,4.0,Completed
RES1088,Jessica Jones,South Sherri,Arizona,West,D,Type3,2024-11-09,4,801.76,0.29,3383.13,1613.87,2.8,Pending
RES1089,Lucas Oconnell,Albertburgh,Iowa,West,B,Type1,2024-12-13,3,630.97,0.18,1116.56,594.43,2.9,Pending
RES1090,John Jackson,Lake Austinburgh,Wyoming,West,C,Type2,2025-11-10,17,19.36,0.28,4990.3,,3.4,Cancelled
RES1091,Diana Caldwell,South Garrettport,Colorado,East,C,Type3,2024-10-17,3,290.66,0.08,4542.13,-62.62,4.6,Pending
RES1092,Erin Blake,Cainville,Oklahoma,East,D,Type3,2025-06-16,4,35.31,0.22,8515.47,1105.13,3.2,Pending
RES1093,Makayla Edwards,Jackieshire,New Mexico,West,B,Type1,2025-09-07,19,363.69,0.08,8018.21,-250.06,4.2,Completed
RES1094,Elizabeth Anderson,Kristystad,Minnesota,West,B,Type2,2023-06-22,18,841.06,0.15,7838.17,-463.13,4.4,Pending
RES1095,Christopher Collins,Port Bethany,Connecticut,North,C,Type2,2024-01-26,5,811.04,0.27,9329.59,2728.7,3.6,Pending
RES1096,Brandon Barry,Port Elizabeth,Utah,East,C,Type2,2026-03-22,13,170.9,0.03,3808.03,3445.07,3.6,Pending
RES1097,Julia West,Benjaminchester,Delaware,North,C,Type2,2025-08-20,3,679.1,0.09,5935.86,922.27,4.5,Cancelled
RES1098,Kristin Wagner,West Michaeltown,Georgia,West,C,Type1,2025-01-25,7,878.62,0.11,6728.52,3310.09,1.2,Cancelled
RES1099,Zachary Martinez,Port Brookestad,Missouri,East,A,Type3,2025-10-27,19,865.77,0.02,4774.56,2953.21,3.5,Pending
RES1100,Michael Shannon,Ashleyview,Kansas,North,C,Type3,2024-02-03,5,805.96,0.07,2514.24,3765.29,3.1,Cancelled
RES1101,Michael Fleming,Boothshire,Vermont,West,B,Type3,2024-09-02,15,249.31,0.02,9000.26,629.84,2.1,Pending
RES1102,John Gonzalez,Floresbury,Idaho,West,A,Type2,2025-09-28,17,974.82,0.09,9017.18,2144.48,4.1,Pending
RES1103,Taylor Barron,East Jose,Michigan,West,A,Type2,2025-11-08,19,721.53,0.01,7700.45,659.88,2.2,Cancelled
RES1104,Jared Taylor,Lake Joshuaburgh,Oregon,East,A,Type1,2023-07-17,15,698.16,0.01,3526.55,,4.1,Pending
RES1105,Andrew Morris,North Heather,Wisconsin,East,A,Type2,2024-06-22,11,919.7,0.07,128.18,3050.01,4.6,Pending
RES1106,Patrick Ward,Alexisburgh,North Dakota,North,C,Type1,2026-01-29,16,350.31,0.11,4962.87,,3.3,Pending
RES1107,Mr. James Kelly,South Ashleyfort,Idaho,North,D,Type1,2024-10-23,17,455.03,0.12,5293.47,1512.21,4.2,Cancelled
RES1108,Cheryl Ryan,West Mary,Virginia,East,A,Type1,2023-10-16,17,441.18,0.11,4930.74,-289.06,2.0,Completed
RES1109,Joseph Hodge,Robertfort,Iowa,North,A,Type2,2026-01-04,15,125.16,0.15,1055.26,4916.27,1.6,Pending
RES1110,Martin Goodwin,South Morganton,Louisiana,East,D,Type2,2024-09-30,3,295.68,0.27,7900.1,4028.23,3.3,Cancelled
RES1111,Richard Weber DVM,Hornemouth,Kansas,South,D,Type2,2025-11-24,12,706.78,0.14,5368.17,1441.18,2.7,Cancelled
RES1112,Amanda Dodson,New Kristenfurt,Mississippi,East,C,Type1,2024-12-01,13,48.89,0.03,2295.78,1613.76,2.7,Pending
RES1113,Brittany Webb,New Jessicashire,Kansas,West,C,Type2,2025-12-18,19,467.59,0.2,9569.35,1532.05,1.5,Cancelled
RES1114,Mark Wilson,Smithchester,Washington,West,C,Type2,2024-08-16,19,726.49,0.29,3090.57,3116.45,4.7,Completed
RES1115,Jennifer Schaefer,South Stevestad,Alabama,North,B,Type2,2023-07-03,9,738.33,0.06,3881.03,1414.86,1.4,Completed
RES1116,Belinda Moran,Eriktown,Florida,East,A,Type3,2024-06-16,4,916.35,0.06,4073.92,668.16,2.2,Completed
RES1117,Laurie Reyes,Jamesfort,Massachusetts,South,C,Type3,2025-01-01,15,564.77,0.08,4074.1,974.1,2.9,Cancelled
RES1118,Michael Williamson,Gutierrezmouth,Rhode Island,West,D,Type2,2024-07-07,9,215.32,0.01,6462.96,3875.79,4.0,Completed
RES1119,Juan Aguilar,South Joshua,Hawaii,East,D,Type2,2023-12-16,10,773.22,0.24,2910.45,65.99,3.5,Completed
RES1120,William Ball,Brownfort,Idaho,West,D,Type2,2025-08-05,16,510.69,0.11,9043.57,1865.51,1.3,Completed
RES1121,Jeremy Gonzalez,Ashleyhaven,North Dakota,West,B,Type3,2025-12-20,4,815.94,0.23,5770.78,1676.81,1.2,Completed
RES1122,Nicole Collins,Matthewstad,Rhode Island,East,D,Type2,2023-11-24,1,228.38,0.19,8811.05,2563.23,3.3,Pending
RES1123,Kristine Rivera,New Marvinshire,New Jersey,North,B,Type1,2023-10-22,10,17.12,0.03,9182.09,-166.27,1.0,Cancelled
RES1124,Glenn Simmons,Abigailland,New York,North,B,Type3,2025-03-04,13,287.9,0.16,7710.19,-315.47,3.3,Cancelled
RES1125,Dr. Luke Krueger,,North Carolina,East,B,Type3,2025-03-20,4,191.09,0.21,2512.21,3320.46,1.7,Cancelled
RES1126,James Lynch,New Stephenchester,Ohio,West,C,Type2,2024-01-29,4,720.24,0.01,3364.46,2377.22,1.8,Cancelled
RES1127,Tina Chavez,Williamchester,Nebraska,West,B,Type1,2025-12-24,14,506.92,,2369.12,166.9,1.7,Cancelled
RES1128,Andrew Jones,Lake Williamport,Colorado,North,A,Type2,2026-03-04,14,380.08,0.24,4623.01,1618.12,4.1,Completed
RES1129,Brooke Smith,East Elizabeth,Washington,West,A,Type2,2023-07-15,17,86.24,0.29,5158.89,2381.77,2.9,Completed
RES1130,Nicole Hayes,South Daniel,New York,South,B,Type2,2025-12-01,15,221.28,0.21,3451.96,1442.74,1.9,Pending
RES1131,Susan Weeks,Port Emily,Pennsylvania,South,C,Type2,2024-01-04,6,929.06,0.09,8736.95,126.78,1.3,Completed
RES1132,Travis Rivera,Larrychester,Idaho,East,C,Type2,2023-07-06,2,214.06,0.08,4015.96,327.72,2.8,Completed
RES1133,Vickie Brown,,Kansas,North,B,Type3,2023-07-10,1,584.05,0.18,7072.18,849.37,3.1,Cancelled
RES1134,Ricardo Hart,Fuenteston,Utah,East,C,Type3,2025-03-02,11,822.78,0.28,8355.31,-493.27,3.4,Pending
RES1135,Chad Miller,South Rachelchester,Washington,North,B,Type2,2024-06-12,8,298.09,0.07,1693.68,3507.94,1.3,Cancelled
RES1136,Keith Liu,Christianville,Arizona,West,C,Type3,2024-02-05,5,803.71,0.07,7177.65,3276.19,2.5,Pending
RES1137,Lisa Robinson,Laurenville,Hawaii,South,D,Type3,2026-02-14,14,330.6,0.15,1680.57,4346.64,2.4,Completed
RES1138,Darin Collins,Matthewtown,Wyoming,West,B,Type1,2026-03-26,1,579.58,0.17,7661.95,129.43,2.3,Cancelled
RES1139,Tracy Mccall,Diazshire,Minnesota,East,D,Type1,2026-04-09,17,288.92,0.28,5716.86,2886.16,4.6,Cancelled
RES1140,Eric Jensen,Lake Michaelview,New Jersey,North,D,Type3,2025-08-03,1,580.32,0.1,5190.82,3470.9,2.5,Pending
RES1141,Michael Craig,New John,Delaware,South,B,Type1,2023-10-01,9,218.83,0.13,5348.44,2839.35,3.5,Completed
RES1142,Doris Patterson,Hernandezchester,Georgia,North,A,Type2,2024-01-07,10,810.61,0.11,4075.0,1456.65,4.5,Pending
RES1143,William Olson,Lake Michaelfort,South Dakota,South,B,Type2,2024-06-01,9,485.81,0.22,591.4,1293.49,1.0,Cancelled
RES1144,Jorge Sosa,West Juliamouth,Tennessee,South,C,Type1,2024-05-07,9,918.09,0.11,5571.52,260.95,4.0,Pending
RES1145,Leon Dunn,New Coreyfurt,Iowa,East,B,Type1,2023-12-03,10,633.64,0.13,322.4,4842.81,3.6,Cancelled
RES1146,Tiffany Castillo,Robertton,South Carolina,South,C,Type3,2023-11-28,11,829.64,0.11,9135.39,110.45,4.6,Completed
RES1147,Frederick Heath,New Katherinehaven,Michigan,North,C,Type1,2023-10-24,11,851.74,0.01,2565.7,3253.51,2.8,Cancelled
RES1148,Amy Gonzalez,Richardberg,Colorado,South,D,Type2,2026-02-19,17,531.05,0.16,6524.24,4369.85,4.8,Pending
RES1149,Morgan Lynch,,Ohio,South,A,Type1,2026-03-05,19,719.14,0.12,5646.85,4450.91,2.9,Completed
RES1150,Vanessa Harris,New Christopher,Rhode Island,North,A,Type1,2024-07-17,1,560.14,0.04,6205.75,4584.03,1.3,Pending
RES1151,Margaret James,Lake Marc,Alabama,South,B,Type2,2023-08-03,9,32.47,0.18,3310.57,3128.91,4.1,Cancelled
RES1152,Mark Carpenter,East Leeton,Georgia,East,A,Type2,2025-06-11,19,721.0,0.21,4549.65,217.58,1.1,Pending
RES1153,Lisa Strong,Watsonmouth,Colorado,East,A,Type2,2024-02-18,4,993.62,0.15,7515.21,2359.85,4.9,Pending
RES1154,Joseph Hurley,North Susanburgh,Nevada,West,A,Type3,2024-02-06,10,871.3,0.07,3972.74,1911.04,1.0,Pending
RES1155,Samantha Sanders,Coryland,Florida,South,D,Type2,2025-01-06,8,62.12,0.16,2919.79,3194.4,3.8,Completed
RES1156,Leslie Reeves,New Sarah,New Jersey,West,C,Type3,2025-06-07,2,935.01,0.08,407.78,2021.95,1.4,Pending
RES1157,Julian Aguirre,Sextonhaven,South Carolina,West,A,Type3,2026-02-24,18,208.9,0.05,4812.05,4021.97,3.0,Cancelled
RES1158,Julie Hernandez,Sallyland,Tennessee,South,D,Type1,2025-11-25,1,64.01,0.03,6976.33,1766.12,1.5,Completed
RES1159,Maria Hayes,Jacksontown,Kansas,East,B,Type3,2025-03-17,18,21.55,0.05,2958.87,3645.71,3.3,Completed
RES1160,Erik Kline,Joshuaville,Massachusetts,North,B,Type3,2025-01-05,3,428.62,0.28,8670.4,4733.19,3.2,Cancelled
RES1161,Robert Lewis,South Gabrielle,New Hampshire,East,C,Type2,2023-09-26,18,307.75,0.09,1246.83,3497.91,1.3,Pending
RES1162,Aaron Holmes DVM,New Jasmine,Oregon,West,B,Type1,2024-06-05,16,186.73,0.19,3795.91,3695.65,1.6,Cancelled
RES1163,Zoe Harris,Bobbyfort,Alabama,East,D,Type2,2023-08-28,9,95.6,0.23,7421.99,3409.96,3.9,Pending
RES1164,Derrick Cooke,Karenstad,Connecticut,West,B,Type2,2025-03-28,1,363.66,0.17,9698.12,4122.76,3.7,Cancelled
RES1165,Laura Mckay,Brownport,Nevada,North,C,Type1,2023-12-24,16,236.43,0.15,3840.65,1104.42,2.2,Completed
RES1166,Kelsey Giles MD,East Vincent,New Hampshire,East,B,Type3,2024-06-13,7,641.6,0.1,7439.07,4956.56,1.7,Pending
RES1167,Karen Salazar,Cameronshire,New Jersey,North,A,Type3,2026-05-11,19,383.06,0.06,6951.23,3877.06,3.7,Completed
RES1168,Meredith Hebert,Michelleport,Oregon,South,C,Type1,2025-06-27,4,455.48,0.27,9374.67,3668.5,3.1,Pending
RES1169,Richard Hernandez,,Michigan,East,A,Type2,2024-05-07,5,768.88,0.18,5060.99,-7.68,2.0,Cancelled
RES1170,David Williams,West Tonyland,Alabama,East,C,Type1,2023-08-18,1,355.37,0.04,5940.96,1332.13,4.9,Completed
RES1171,Dawn Sanchez,East Amy,Illinois,East,D,Type3,2023-09-16,9,173.89,0.22,1705.58,893.79,2.5,Completed
RES1172,Bradley Diaz,Crystalville,Iowa,South,C,Type2,2025-04-12,15,301.87,0.03,2739.34,115.63,3.7,Cancelled
RES1173,Nicholas Tanner,Cervanteston,Maine,East,C,Type3,2024-02-13,12,682.65,0.16,6366.11,4526.94,4.5,Pending
RES1174,Deborah Anderson,Zimmermantown,Oregon,South,B,Type1,2023-06-14,18,126.92,0.02,5644.71,2855.47,4.8,Cancelled
RES1175,Victoria Smith,East Gwendolyn,Rhode Island,South,D,Type3,2025-06-26,10,658.54,0.14,4511.9,4433.19,4.6,Pending
RES1176,Carl Smith,Wrighthaven,Idaho,East,D,Type2,2025-05-15,16,729.44,,7035.24,,3.4,Cancelled
RES1177,Robert Montgomery,Obrienland,New York,East,A,Type1,2025-04-09,9,647.54,0.15,2524.91,4509.11,1.8,Pending
RES1178,Eric Aguirre,South Stacy,Connecticut,North,D,Type1,2025-05-12,6,369.65,0.13,7022.32,4593.61,4.7,Completed
RES1179,Nicholas Edwards,Sharontown,New Mexico,West,A,Type1,2026-01-23,18,657.02,0.07,1960.0,3088.37,4.9,Pending
RES1180,Neil Harris,Lake Charlesmouth,South Carolina,East,B,Type3,2024-10-13,8,832.95,0.03,4997.78,2255.41,1.0,Completed
RES1181,John Mann,West Amy,Oregon,South,C,Type2,2024-03-07,10,322.28,0.19,1223.56,718.97,4.6,Completed
RES1182,Ricardo Butler,Jillburgh,Kentucky,East,B,Type1,2025-08-29,13,276.05,0.05,5220.4,4527.51,4.5,Cancelled
RES1183,Joseph Jackson,,New Jersey,East,C,Type3,2024-11-18,1,957.55,0.11,8231.29,3788.24,2.8,Pending
RES1184,Timothy White,North Julietown,Vermont,South,A,Type1,2024-06-19,16,892.26,0.22,4888.56,1345.27,4.2,Pending
RES1185,Diane Jackson,,Maryland,South,A,Type1,2023-12-14,10,277.24,0.18,3346.53,3170.36,4.8,Completed
RES1186,Stacy Hunt,West Jeremymouth,Maryland,West,C,Type3,2025-02-24,13,179.03,0.26,1465.71,2861.06,2.2,Cancelled
RES1187,Keith Johnson,North Cody,Pennsylvania,East,C,Type1,2025-09-21,3,428.94,0.2,3652.43,91.7,2.9,Pending
RES1188,Kendra Bates,West Alicia,Indiana,North,B,Type2,2023-08-03,1,510.36,0.28,8582.68,4621.18,1.6,Cancelled
RES1189,Lindsey Lewis,Madisontown,Nevada,South,C,Type2,2025-05-18,14,176.64,0.06,3971.99,-467.41,2.2,Completed
RES1190,Jonathan Graham,South Kevinfort,Texas,North,D,Type1,2026-02-13,18,34.26,0.01,1930.45,4054.73,4.5,Cancelled
RES1191,John Robinson,South Danielside,South Dakota,North,B,Type1,2026-04-23,15,820.29,0.02,8895.89,2312.86,1.7,Completed
RES1192,James Mcmahon,West Juan,Wyoming,North,D,Type2,2025-04-24,6,925.38,0.06,9287.46,4041.56,4.8,Completed
RES1193,Robert Gibson,Brittanystad,Maine,North,B,Type1,2024-09-08,15,78.26,0.02,9544.37,2556.24,3.2,Cancelled
RES1194,Carl Payne,Coleborough,Washington,West,D,Type1,2024-11-20,14,842.17,0.08,5235.61,342.89,3.8,Pending
RES1195,Christian Anderson,Jacksonfurt,Washington,East,C,Type2,2026-01-03,8,447.93,0.26,5665.88,2105.31,2.6,Pending
RES1196,Steven Barrett,,California,West,B,Type3,2025-01-09,11,186.39,0.08,3104.92,4333.53,1.9,Cancelled
RES1197,Rachel Nguyen,Lake Crystal,Utah,South,B,Type2,2024-09-27,14,392.41,0.24,3435.01,762.64,2.9,Cancelled
RES1198,Monique Glass,Mckaychester,Illinois,North,A,Type2,2024-05-25,7,867.2,0.1,5200.97,158.67,2.2,Completed
RES1199,Dr. Matthew Sims MD,West Ethan,Montana,North,D,Type1,2024-09-14,4,130.91,0.13,1701.43,1779.67,3.1,Cancelled
RES1200,Scott Martin,Port Ericborough,Florida,North,A,Type2,2024-03-26,15,107.59,0.26,9626.8,3960.51,1.4,Cancelled
