Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
FOO1061,Stephanie Bradshaw,Rickyshire,Virginia,West,C,Type3,2024-06-05,17,33.19,0.28,5571.38,2558.77,4.1,Completed
FOO1062,James Martin,Jessicaton,Wisconsin,South,C,Type2,2023-11-04,16,967.55,0.01,4322.21,4055.15,1.0,Pending
FOO1063,Angela Mclaughlin,North Mariaview,Idaho,West,B,Type1,2026-02-15,6,218.25,0.27,7748.11,1701.14,1.4,Pending
FOO1064,Charles Woods,,Missouri,North,B,Type3,2024-08-11,7,992.57,0.14,3422.97,3856.77,3.2,Pending
FOO1065,Robert Rose,Shellymouth,Illinois,North,D,Type3,2025-01-16,13,221.77,0.08,8856.37,3586.51,2.4,Completed
FOO1066,Whitney Bass,Hendersonchester,Arizona,North,C,Type2,2025-06-11,3,704.04,0.3,4658.49,3928.74,1.8,Completed
FOO1067,Mr. Derek Hardy Jr.,Amandafurt,Hawaii,East,C,Type3,2023-09-26,7,500.68,0.11,1365.77,3374.55,4.0,Pending
FOO1068,Madison Craig,North Donaldfort,South Dakota,East,B,Type2,2025-11-01,19,294.81,0.2,2642.91,3091.95,2.5,Completed
FOO1069,Spencer Lewis,West Brookehaven,Missouri,South,D,Type3,2024-04-04,3,730.51,0.12,2322.84,2190.29,4.3,Pending
FOO1070,Kenneth Mercado,Burnsfort,Michigan,South,C,Type1,2025-05-15,13,565.83,0.25,9210.38,640.11,4.4,Cancelled
FOO1071,Trevor Nelson,Marymouth,Vermont,South,D,Type1,2026-01-20,15,664.06,0.25,5149.0,1400.2,2.4,Pending
FOO1072,Jessica Daniels,Elizabethhaven,Alaska,South,A,Type3,2025-03-05,15,545.51,0.08,7049.74,841.12,4.3,Completed
FOO1073,Mary Mccall,Leslieton,Virginia,South,B,Type3,2026-01-07,18,89.58,0.1,8883.72,3510.94,1.8,Pending
FOO1074,Stephanie Ross,Liustad,Montana,North,D,Type1,2024-01-24,18,971.21,0.2,5782.37,2177.61,4.7,Pending
FOO1075,Maria Lopez,,Connecticut,East,D,Type1,2024-08-14,12,618.09,0.25,545.09,1489.5,3.0,Pending
FOO1076,Eileen Kennedy,West Kimberlyview,Indiana,South,C,Type1,2023-11-18,11,771.73,0.24,723.19,3506.01,1.3,Pending
FOO1077,Jessica Allen,North Russell,Maine,North,A,Type3,2023-08-14,5,202.29,0.15,1711.65,2924.48,3.0,Cancelled
FOO1078,Gregory Diaz,Jacobburgh,Wisconsin,East,B,Type1,2025-12-06,13,610.96,0.3,3573.17,2413.85,3.0,Pending
FOO1079,Elizabeth Martinez,North Jennastad,Kansas,North,A,Type3,2026-03-19,9,680.08,0.04,2214.89,-405.23,1.7,Completed
FOO1080,Sarah Carey,Lake Joshua,Tennessee,West,D,Type2,2024-01-12,10,449.86,0.21,849.38,4450.34,4.6,Cancelled
FOO1081,Richard Mcclure,Jenniferland,Alaska,South,B,Type3,2025-12-04,9,339.0,0.13,4019.71,,3.3,Cancelled
FOO1082,Gregory Mcdaniel,Lake Theresaside,Illinois,East,B,Type2,2024-12-20,19,683.11,0.0,8906.21,1469.98,3.1,Cancelled
FOO1083,Lindsay Copeland,Allisonfort,Hawaii,South,C,Type1,2025-04-28,9,963.37,0.14,7383.96,4941.09,4.7,Completed
FOO1084,Alyssa Bryant,Lake Mariemouth,Pennsylvania,East,C,Type1,2023-09-13,2,625.89,0.29,5654.03,1434.38,1.7,Cancelled
FOO1085,Deborah Page,South Michael,Massachusetts,South,D,Type3,2025-11-12,13,626.23,0.21,7865.91,3189.55,2.4,Cancelled
FOO1086,Anthony Palmer,Port Terrimouth,Florida,North,B,Type3,2025-12-04,11,331.76,0.02,3341.22,47.61,4.7,Completed
FOO1087,Michelle Sullivan,Port Adamside,Massachusetts,West,B,Type3,2023-10-23,13,210.51,0.15,9254.0,4086.88,1.3,Pending
FOO1088,Kristie Bowen,Port Lindsay,California,North,B,Type1,2024-11-18,8,881.49,0.2,5178.97,3416.82,4.4,Completed
FOO1089,Brian Roberts,Morganhaven,Wyoming,East,D,Type2,2025-05-18,8,65.03,0.25,5231.27,587.92,2.1,Pending
FOO1090,Ashley Garza,New Jessica,Kansas,West,B,Type2,2025-04-10,12,681.24,0.0,3582.0,3193.94,2.6,Cancelled
FOO1091,Michael Ware,South Scottville,Arizona,West,C,Type3,2025-05-30,15,590.32,0.13,5688.77,314.67,3.3,Pending
FOO1092,Brian Smith,East Deborah,Georgia,North,C,Type3,2024-05-10,13,700.54,0.08,9332.54,4986.56,1.8,Pending
FOO1093,Mark Figueroa,Loriburgh,Georgia,North,B,Type1,2025-12-17,12,856.19,0.21,1181.27,-92.48,2.4,Completed
FOO1094,Nicholas Flores,Angelamouth,Delaware,South,D,Type1,2025-12-02,16,792.36,0.03,4349.39,2160.88,3.4,Pending
FOO1095,Susan Myers,Rebeccatown,South Dakota,East,A,Type3,2023-10-24,16,476.45,0.2,6147.84,4713.3,4.6,Cancelled
FOO1096,Tanya Wilson,South Davidton,Montana,North,D,Type3,2023-10-24,7,392.11,0.05,3291.2,3092.27,2.0,Cancelled
FOO1097,Martha Stephens,New Kristi,Kentucky,East,A,Type1,2024-08-25,18,401.18,0.14,7501.02,1315.3,2.9,Cancelled
FOO1098,Jason Brown,Raymondbury,Ohio,North,D,Type1,2025-04-25,4,492.5,0.03,1394.65,3046.15,1.9,Cancelled
FOO1099,William Mcfarland,East Mariahport,Montana,South,B,Type3,2024-07-10,12,722.1,0.25,6905.27,3528.38,3.0,Completed
FOO1100,Kelly Moore,West Adrienne,Maine,South,A,Type1,2024-03-16,16,783.02,0.22,4353.78,2162.0,2.5,Pending
FOO1101,Angela Burns,,Michigan,South,A,Type3,2024-12-18,2,394.98,0.09,199.42,,4.7,Cancelled
FOO1102,Kara James,Lake Robert,Delaware,North,C,Type2,2025-12-06,5,408.95,0.06,9894.27,,3.4,Pending
FOO1103,Tyler Murray,Lloydhaven,Utah,South,A,Type2,2026-05-17,10,972.95,0.23,3468.83,2099.95,3.1,Completed
FOO1104,Leslie Thomas,West Kennethberg,Nebraska,South,C,Type3,2025-09-12,11,861.5,0.07,4870.21,524.86,2.8,Completed
FOO1105,Rebecca Kramer,Crystalmouth,Michigan,West,A,Type3,2024-06-05,18,237.99,0.1,839.87,3573.74,1.3,Pending
FOO1106,Justin Keller,North Donald,Delaware,North,D,Type1,2025-11-25,15,460.56,0.06,6095.44,1255.11,3.1,Cancelled
FOO1107,Scott Ford,,New Hampshire,East,A,Type2,2024-08-13,2,938.86,0.09,379.21,576.67,1.7,Completed
FOO1108,Brad Warren,,Texas,West,A,Type3,2025-01-27,18,108.33,,5012.68,2779.79,2.3,Cancelled
FOO1109,Lisa Shepherd,Robertmouth,Utah,South,A,Type2,2026-02-19,6,954.68,0.24,3354.38,840.83,2.3,Completed
FOO1110,Jimmy Nicholson,North Cheyennemouth,Vermont,North,D,Type1,2024-01-24,16,971.11,0.23,1962.74,1850.15,4.9,Completed
FOO1111,Bradley Diaz,North Michaelmouth,Alaska,West,C,Type1,2025-04-25,19,95.6,0.05,2897.45,2903.69,2.6,Pending
FOO1112,Timothy Johnson,Kristinaview,Oklahoma,South,B,Type1,2026-04-29,5,260.02,0.15,8130.58,,4.8,Completed
FOO1113,Julie Morales,West Eric,Washington,North,C,Type3,2025-09-16,13,30.1,0.0,9987.46,1066.59,2.0,Cancelled
FOO1114,Theresa Moss,Morganview,New York,North,C,Type3,2024-08-12,11,891.06,0.02,2049.66,2542.98,4.1,Completed
FOO1115,Dean Jimenez,West Jacquelinebury,Virginia,East,A,Type2,2026-02-22,2,141.47,0.19,8430.27,1042.09,1.1,Pending
FOO1116,William Bishop,Port Laurabury,Vermont,West,C,Type2,2024-08-14,9,294.55,0.15,6858.7,3242.35,1.3,Pending
FOO1117,Mrs. Laura Bray,Smithtown,Oklahoma,West,B,Type1,2025-12-20,6,928.5,0.28,3697.99,1952.73,4.8,Cancelled
FOO1118,Misty Stone,Duanetown,Kansas,West,B,Type1,2023-07-09,14,390.77,0.24,4527.17,168.51,2.8,Pending
FOO1119,Ronald Mcintosh,East Jefferyfurt,Kansas,South,A,Type2,2024-12-30,1,392.78,0.07,9666.97,837.01,2.6,Pending
FOO1120,Melanie Thompson,Olsenmouth,Vermont,South,B,Type2,2026-04-23,4,327.35,0.17,4000.09,4046.22,3.1,Cancelled
FOO1121,Catherine Gibson,Port Rachael,Iowa,West,B,Type2,2025-08-24,11,916.95,0.29,7436.58,2288.12,1.9,Pending
FOO1122,Jesse Garcia,New Sharonmouth,Texas,East,C,Type3,2024-11-11,16,986.42,0.17,8504.63,35.93,4.0,Pending
FOO1123,Tony Marshall,Port Ericshire,Oklahoma,South,B,Type2,2025-12-13,8,864.49,0.09,6007.81,1156.81,2.2,Completed
FOO1124,Katherine Bauer,Lake Michellefort,Nebraska,West,C,Type1,2026-05-12,17,246.12,0.17,6048.37,2462.53,4.5,Cancelled
FOO1125,Corey Greer,Grayland,Pennsylvania,South,B,Type1,2025-09-18,9,648.7,0.02,5111.65,3392.41,3.3,Cancelled
FOO1126,Tyler Hudson,Olsonside,Massachusetts,North,C,Type2,2025-07-19,7,452.61,0.03,9441.31,1693.49,3.7,Completed
FOO1127,Robert Bridges,Lake Fernando,Hawaii,North,C,Type2,2024-10-08,12,836.89,0.24,9050.87,3503.35,3.1,Pending
FOO1128,Barbara Conway,South Gabrielshire,New Jersey,West,A,Type1,2023-07-29,12,835.81,0.25,8563.56,2573.83,1.9,Completed
FOO1129,Julie Romero,West Josephchester,Rhode Island,North,A,Type2,2023-10-31,10,560.85,0.06,8191.84,3926.34,2.7,Pending
FOO1130,Thomas Washington,Aliciaport,Georgia,North,C,Type3,2026-03-06,2,871.8,0.02,6221.47,3508.34,3.6,Completed
FOO1131,Jessica Mejia,East Dustinside,South Dakota,South,B,Type1,2026-05-21,16,289.31,0.11,7907.41,2074.85,2.1,Completed
FOO1132,Julie Lee,West Markhaven,Rhode Island,North,A,Type1,2023-08-15,12,615.22,0.21,7193.49,3173.34,4.6,Cancelled
FOO1133,Anita Collins,Ortegaberg,North Dakota,South,A,Type3,2024-09-23,7,956.75,0.27,9429.49,4237.59,1.9,Pending
FOO1134,Alex Reed,Schaeferland,Rhode Island,West,D,Type3,2025-02-12,6,379.86,0.09,3016.15,4976.42,2.4,Pending
FOO1135,Marilyn Rogers,Lake Jerry,Kentucky,East,C,Type3,2025-08-10,10,873.08,0.15,4753.77,-421.44,1.1,Pending
FOO1136,Amy Johnson,Lake Kevin,Georgia,South,D,Type2,2024-04-04,3,608.1,0.05,4753.39,421.65,4.0,Completed
FOO1137,Melinda Romero,Robbinsborough,Pennsylvania,West,A,Type3,2025-12-19,16,548.29,0.06,9634.47,4157.33,3.8,Pending
FOO1138,Robert Hill,Taylorbury,Washington,South,C,Type1,2025-07-23,3,560.95,0.06,8328.47,975.15,2.6,Pending
FOO1139,Joshua Mcdonald,Andrewfurt,Oregon,East,D,Type3,2023-09-26,12,884.7,0.14,822.26,812.47,2.5,Pending
FOO1140,Eric Gonzalez,North Victor,Massachusetts,North,D,Type3,2023-06-19,3,698.86,0.1,3487.88,1871.6,1.3,Pending
FOO1141,Bryan Ortega,Port Catherineside,New Mexico,East,B,Type2,2025-02-18,12,394.67,0.02,2347.58,4590.47,2.1,Cancelled
FOO1142,Ronald Wright,South Carlos,New Mexico,East,B,Type1,2023-12-07,7,310.2,0.03,8746.1,502.06,4.2,Cancelled
FOO1143,Barbara Combs,Johnport,Alaska,West,C,Type2,2025-02-16,2,937.71,0.19,9354.87,992.85,1.6,Completed
FOO1144,Aaron Murphy,Lake Brendaside,Utah,East,D,Type1,2025-09-12,5,672.3,0.19,2524.27,4102.38,1.8,Completed
FOO1145,Annette Lester,East Jessicaton,New Jersey,East,D,Type1,2023-07-05,15,816.67,0.23,151.47,3826.59,1.1,Pending
FOO1146,Angel Tran,,Maine,North,C,Type3,2025-03-29,1,182.77,0.2,7320.78,2982.19,3.6,Completed
FOO1147,Kim Dean,Lake Thomasfort,Indiana,East,B,Type3,2025-03-28,9,868.62,0.23,3624.77,3646.11,1.6,Pending
FOO1148,Amy Gutierrez,Brandonbury,Nevada,West,D,Type2,2025-05-12,13,811.86,0.29,6960.45,1020.68,2.3,Cancelled
FOO1149,Charles Delacruz,South Matthewmouth,Colorado,South,B,Type2,2023-12-16,9,824.65,0.06,6191.7,3133.07,3.1,Completed
FOO1150,Roger Paul,Christinamouth,Pennsylvania,South,D,Type2,2024-05-04,7,16.55,0.22,194.43,2661.89,2.3,Pending
FOO1151,Michelle Miller,Turnerbury,Georgia,South,A,Type2,2024-07-28,14,639.66,0.28,6363.96,3990.55,2.7,Pending
FOO1152,Samantha Wells,South Conniefurt,Louisiana,North,A,Type3,2025-07-13,5,489.84,0.01,6699.33,-392.75,3.8,Cancelled
FOO1153,Lindsey Huang,Swansonport,Georgia,North,B,Type2,2024-07-27,19,271.29,0.1,110.28,-311.28,1.6,Pending
FOO1154,Christopher Fleming,Murraychester,West Virginia,South,D,Type2,2024-02-13,8,954.7,0.29,8913.14,2395.8,3.2,Cancelled
FOO1155,Richard Harvey,Antonioport,Idaho,North,D,Type3,2026-03-05,13,903.78,0.3,6174.2,4028.5,1.5,Cancelled
FOO1156,Christopher Johnson,Paceborough,Utah,North,B,Type2,2026-02-26,17,407.38,0.09,9691.14,2550.44,1.7,Cancelled
FOO1157,Chelsea Wilson,Aliciashire,New York,North,A,Type3,2024-02-07,15,823.35,0.26,7925.97,1482.94,2.7,Completed
FOO1158,Brenda Allen,Christinashire,Louisiana,West,A,Type1,2026-03-16,3,527.99,0.02,2137.66,3314.84,1.2,Pending
FOO1159,Steven Vazquez,Tinabury,New Hampshire,West,C,Type3,2023-06-16,16,826.57,0.13,6254.87,2918.55,2.7,Cancelled
FOO1160,Sarah Randolph,Edwardsmouth,Pennsylvania,North,C,Type2,2025-06-01,10,612.99,0.1,336.77,-318.31,1.7,Cancelled
FOO1161,Wesley Summers,West Angela,Georgia,North,D,Type1,2025-10-19,8,859.54,0.18,2976.09,890.74,3.1,Completed
FOO1162,Caitlin Parker,Tarachester,Nebraska,South,D,Type1,2024-01-16,19,160.24,0.26,6251.0,277.68,4.8,Cancelled
FOO1163,Darren White,South Trevor,New Jersey,West,C,Type3,2024-04-21,2,731.02,0.03,332.58,3813.41,2.3,Pending
FOO1164,Jean Knight,Hernandezport,Wyoming,West,B,Type2,2025-08-09,10,279.79,0.21,3568.35,1971.44,2.8,Cancelled
FOO1165,Ronald Hughes,South Eric,Connecticut,North,C,Type1,2025-09-06,5,311.2,0.21,7697.6,-258.68,3.5,Cancelled
FOO1166,Sonya Rojas,South Michaelfurt,Nebraska,West,C,Type3,2024-07-05,16,384.67,0.23,7480.9,3734.7,3.5,Pending
FOO1167,Jacob Barr,Port Suzannechester,Illinois,East,C,Type3,2024-06-17,11,107.14,0.16,212.68,3564.66,2.9,Pending
FOO1168,Kathy Ortega,West Sharon,Montana,West,B,Type1,2024-04-05,9,722.91,0.07,2856.43,1718.21,1.8,Cancelled
FOO1169,Heather Brown,New Julie,Utah,West,B,Type2,2024-03-16,18,980.47,0.01,1647.98,-495.84,3.3,Completed
FOO1170,Madison White,Port Patrick,Idaho,East,A,Type1,2023-07-28,13,387.3,0.29,8915.43,-221.58,3.1,Cancelled
FOO1171,Travis Thompson,Lake Douglaston,Utah,West,B,Type2,2025-07-03,6,16.53,0.02,578.44,929.33,2.4,Cancelled
FOO1172,Joshua Gray,Lake Angela,Oklahoma,West,B,Type1,2024-02-15,3,395.25,0.17,9629.23,4680.26,1.7,Pending
FOO1173,Emily Lopez,Andrewborough,Nevada,West,C,Type2,2025-07-05,5,35.41,0.09,8649.26,-409.98,1.9,Pending
FOO1174,Catherine Miller,Ericaview,Louisiana,North,C,Type2,2023-06-02,6,590.93,0.22,8247.05,1808.03,1.7,Pending
FOO1175,Sandra Fletcher,Kingport,Minnesota,South,A,Type2,2025-02-10,5,725.99,0.01,100.39,98.59,3.9,Cancelled
FOO1176,Christopher Sandoval,West Amber,Oklahoma,North,B,Type2,2024-08-11,8,311.85,0.22,571.52,2713.07,4.6,Cancelled
FOO1177,Philip Gibson,Danielleborough,Missouri,West,D,Type3,2025-06-27,9,186.85,0.08,8393.99,4067.19,3.0,Completed
FOO1178,Kevin Leblanc,Ianhaven,Nevada,West,D,Type1,2023-10-16,5,48.61,0.18,5008.99,493.34,4.3,Pending
FOO1179,Stacy Baldwin,North Katelynborough,Arkansas,East,A,Type3,2023-06-17,12,876.04,0.11,8600.32,1590.61,3.2,Pending
FOO1180,Jamie Brown,Kevinbury,Michigan,East,D,Type3,2024-02-03,2,508.92,,7823.71,1236.96,2.4,Pending
FOO1181,Jason Gonzalez,Stephanieland,Oklahoma,East,B,Type3,2025-09-03,3,75.62,0.1,6583.47,1318.18,1.6,Pending
FOO1182,Marc Stevens,Jacquelineport,Iowa,North,D,Type2,2023-07-08,19,345.31,0.2,987.72,3485.75,4.9,Completed
FOO1183,Todd Frazier,Emilystad,Nevada,East,B,Type2,2024-06-12,18,442.48,,8023.26,89.23,4.8,Completed
FOO1184,Michaela Wagner,East Annashire,Nebraska,West,D,Type1,2024-03-01,5,400.02,0.15,1089.37,2358.87,1.6,Completed
FOO1185,Bradley Moss DDS,South Scott,Pennsylvania,East,B,Type3,2024-10-28,18,865.28,0.05,8004.15,125.55,4.0,Cancelled
FOO1186,Dr. Michelle Carey,New Kathryn,Iowa,West,A,Type1,2025-12-27,3,423.33,0.18,369.95,,4.3,Completed
FOO1187,Sandra Phelps,Danielletown,New Jersey,East,B,Type2,2025-03-07,5,286.19,0.24,4666.49,2646.97,4.3,Completed
FOO1188,Jordan Franklin,Derrickmouth,Nevada,South,D,Type1,2026-05-20,8,429.93,0.16,7902.27,2737.73,3.6,Completed
FOO1189,Daniel Jones,New Tyrone,Connecticut,West,A,Type3,2025-12-08,3,377.66,,294.46,4028.56,3.7,Pending
FOO1190,Tiffany Porter,Douglaschester,Idaho,East,D,Type3,2023-12-15,19,86.27,0.18,5751.85,1178.29,2.2,Cancelled
FOO1191,Megan Miller,Brownton,Iowa,South,D,Type3,2025-12-05,11,989.26,0.07,9581.27,4461.46,4.0,Cancelled
FOO1192,Brian Gallagher,East Kelsey,West Virginia,East,A,Type2,2023-08-05,17,465.91,0.0,7055.58,314.32,2.6,Cancelled
FOO1193,Jeffrey Allen,Cohenport,Mississippi,North,B,Type3,2024-02-02,11,205.48,0.22,8865.49,3876.21,4.1,Cancelled
FOO1194,Charles Harris,Lake Melinda,Wisconsin,South,B,Type3,2025-09-28,12,474.56,0.25,1255.71,1561.2,3.3,Cancelled
FOO1195,Bianca Burgess,Christophermouth,Kansas,South,D,Type2,2024-11-10,19,538.07,0.21,4298.72,34.26,3.0,Completed
FOO1196,Charles Torres,Frankfurt,Nevada,North,B,Type3,2024-01-29,19,405.63,0.28,6035.05,2695.86,3.3,Pending
FOO1197,Jennifer Webb,Joshuaview,New Mexico,North,A,Type1,2025-11-30,7,350.59,0.03,855.54,3319.98,4.5,Completed
